,nconst,director,primaryName,birthYear,tconst,category,primaryTitle,runtimeMinutes,genres,mpaarating,rlsdt_dt,startYear,rlsdt_mo,rlsdt_day,rlsdt_daynm,budget_adj,worldwide_adj,ROI,averageRating,numVotes,_merge,age
15375,nm0776838,director,Harold D. Schuster,1902.0,tt0045925,director,Jack Slade,90.0,Western,Approved,1953-11-08,1953.0,11.0,8.0,Sunday,0.0,0.0,,6.4,231.0,both,51.0
15376,nm0776838,director,Harold D. Schuster,1902.0,tt0047192,director,Loophole,80.0,"Crime,Drama,Film-Noir",Approved,1954-03-28,1954.0,3.0,28.0,Sunday,0.0,0.0,,6.7,366.0,both,52.0
15377,nm0776838,director,Harold D. Schuster,1902.0,tt0047359,director,Port of Hell,80.0,Drama,error,1954-12-05,1954.0,12.0,5.0,Sunday,0.0,0.0,,6.7,32.0,both,52.0
15378,nm0776838,director,Harold D. Schuster,1902.0,tt0047465,director,Security Risk,69.0,"Action,Drama",Approved,1954-08-08,1954.0,8.0,8.0,Sunday,0.0,0.0,,5.7,69.0,both,52.0
15379,nm0776838,director,Harold D. Schuster,1902.0,tt0048072,director,Finger Man,82.0,"Crime,Drama,Film-Noir",error,1955-06-15,1955.0,6.0,15.0,Wednesday,0.0,0.0,,6.5,343.0,both,53.0
15380,nm0776838,director,Harold D. Schuster,1902.0,tt0048552,director,The Return of Jack Slade,79.0,Western,Approved,1955-10-09,1955.0,10.0,9.0,Sunday,0.0,0.0,,6.1,118.0,both,53.0
15381,nm0776838,director,Harold D. Schuster,1902.0,tt0048699,director,Tarzan's Hidden Jungle,72.0,"Action,Adventure",Passed,1955-04-07,1955.0,4.0,7.0,Thursday,0.0,0.0,,5.4,555.0,both,53.0
15382,nm0776838,director,Harold D. Schuster,1902.0,tt0050268,director,Courage of Black Beauty,78.0,Adventure,Not Rated,1957-07-01,1957.0,7.0,1.0,Monday,0.0,0.0,,5.0,66.0,both,55.0
15384,nm0776838,director,Harold D. Schuster,1902.0,tt0050336,director,Dragoon Wells Massacre,88.0,Western,Approved,1957-04-28,1957.0,4.0,28.0,Sunday,0.0,0.0,,6.0,397.0,both,55.0
15385,nm0776838,director,Harold D. Schuster,1902.0,tt0124076,director,Portland Exposé,72.0,"Crime,Mystery,Thriller",Approved,1957-08-11,1957.0,8.0,11.0,Sunday,0.0,0.0,,6.0,203.0,both,55.0
15386,nm0776838,director,Harold D. Schuster,1902.0,tt0416105,director,The Power of the Resurrection,60.0,Drama,Not Rated,1958-01-01,1958.0,1.0,1.0,Wednesday,0.0,0.0,,5.6,92.0,both,56.0
15442,nm0777498,director,Louie Schwartzberg,,tt0381006,director,America's Heart & Soul,84.0,Documentary,PG,2004-07-02,2004.0,7.0,2.0,Friday,0.0,314402.0,inf,5.0,679.0,both,
15454,nm0777498,director,Louie Schwartzberg,,tt1222816,director,Disneynature: Wings of Life,81.0,"Documentary,Family,News",G,2013-04-16,2011.0,4.0,16.0,Tuesday,0.0,192467.0,inf,7.4,605.0,both,
15477,nm0777498,director,Louie Schwartzberg,,tt8258074,director,Fantastic Fungi,81.0,Documentary,Not Rated,2019-10-11,2019.0,10.0,11.0,Friday,0.0,1877675.0,inf,7.5,7548.0,both,
15478,nm0780117,director,George Scribner,,tt0095776,director,Oliver & Company,74.0,"Adventure,Animation,Comedy",G,1988-11-18,1988.0,11.0,18.0,Friday,31000000.0,74151346.0,1.3919789032258063,6.7,47520.0,both,
15482,nm0780117,director,George Scribner,,tt3095020,director,Timeless Tales,58.0,Animation,error,2005-08-16,2005.0,8.0,16.0,Tuesday,0.0,0.0,,8.4,24.0,both,
15485,nm0783139,director,Henry Selick,1952.0,tt0107688,director,The Nightmare Before Christmas,76.0,"Animation,Family,Fantasy",PG,1993-10-29,1993.0,10.0,29.0,Friday,18000000.0,91221845.0,4.067880277777777,8.0,324954.0,both,41.0
15486,nm0783139,director,Henry Selick,1952.0,tt0116683,director,James and the Giant Peach,79.0,"Adventure,Animation,Family",PG,1996-04-12,1996.0,4.0,12.0,Friday,38000000.0,28946127.0,-0.2382598157894737,6.7,65453.0,both,44.0
15487,nm0783139,director,Henry Selick,1952.0,tt0166276,director,Monkeybone,93.0,"Animation,Comedy,Fantasy",PG-13,2001-02-23,2001.0,2.0,23.0,Friday,75000000.0,7622365.0,-0.8983684666666667,4.8,17712.0,both,49.0
15488,nm0783139,director,Henry Selick,1952.0,tt0327597,director,Coraline,100.0,"Animation,Drama,Family",PG,2009-02-06,2009.0,2.0,6.0,Friday,60000000.0,124596837.0,1.07661395,7.7,217107.0,both,57.0
15492,nm0788202,director,Adam Shankman,1964.0,tt0209475,director,The Wedding Planner,103.0,"Comedy,Romance",PG-13,2001-01-26,2001.0,1.0,26.0,Friday,35000000.0,94728529.0,1.7065294,5.3,80146.0,both,37.0
15493,nm0788202,director,Adam Shankman,1964.0,tt0219611,director,Cosmo's Tale,,unknown,error,,1998.0,,,,0.0,0.0,,6.9,16.0,both,34.0
15494,nm0788202,director,Adam Shankman,1964.0,tt0281358,director,A Walk to Remember,101.0,"Drama,Romance",PG,2002-01-25,2002.0,1.0,25.0,Friday,11800000.0,47494916.0,3.0249928813559324,7.4,208063.0,both,38.0
15495,nm0788202,director,Adam Shankman,1964.0,tt0305669,director,Bringing Down the House,105.0,Comedy,PG-13,2003-03-07,2003.0,3.0,7.0,Friday,33000000.0,164729679.0,3.9918084545454544,5.6,36744.0,both,39.0
15496,nm0788202,director,Adam Shankman,1964.0,tt0395699,director,The Pacifier,95.0,"Action,Comedy,Drama",PG,2005-03-04,2005.0,3.0,4.0,Friday,56000000.0,198636868.0,2.5470869285714284,5.6,92981.0,both,41.0
15497,nm0788202,director,Adam Shankman,1964.0,tt0427327,director,Hairspray,117.0,"Comedy,Drama,Musical",PG,2007-07-20,2007.0,7.0,20.0,Friday,75000000.0,203627753.0,1.7150367066666667,6.8,127513.0,both,43.0
15498,nm0788202,director,Adam Shankman,1964.0,tt0452598,director,Cheaper by the Dozen 2,94.0,"Adventure,Comedy,Family",PG,2005-12-21,2005.0,12.0,21.0,Wednesday,60000000.0,130154568.0,1.1692428,5.5,57927.0,both,41.0
15501,nm0788202,director,Adam Shankman,1964.0,tt0960731,director,Bedtime Stories,99.0,"Adventure,Comedy,Family",PG,2008-12-25,2008.0,12.0,25.0,Thursday,80000000.0,212874864.0,1.6609358,6.0,93551.0,both,44.0
15503,nm0788202,director,Adam Shankman,1964.0,tt1336608,director,Rock of Ages,123.0,"Comedy,Drama,Musical",PG-13,2012-06-15,2012.0,6.0,15.0,Friday,75000000.0,59418613.0,-0.2077518266666666,5.9,76872.0,both,48.0
15523,nm0788202,director,Adam Shankman,1964.0,tt7634968,director,What Men Want,117.0,"Comedy,Fantasy,Romance",R,2019-02-08,2019.0,2.0,8.0,Friday,20000000.0,72216294.0,2.6108147,5.3,27502.0,both,55.0
15528,nm0788454,director,Alan Shapiro,1957.0,tt0106627,director,The Crush,89.0,"Drama,Thriller",R,1993-04-02,1993.0,4.0,2.0,Friday,6000000.0,13609396.0,1.2682326666666666,5.8,19702.0,both,36.0
15529,nm0788454,director,Alan Shapiro,1957.0,tt0116322,director,Flipper,95.0,"Adventure,Family",PG,1996-05-17,1996.0,5.0,17.0,Friday,25530000.0,20080020.0,-0.2134735605170387,5.3,10940.0,both,39.0
15552,nm0789313,director,Ben Sharpsteen,1895.0,tt0029583,director,Snow White and the Seven Dwarfs,83.0,"Adventure,Animation,Family",Approved,1938-02-04,1937.0,2.0,4.0,Friday,1499000.0,184925486.0,122.36590126751167,7.6,194173.0,both,42.0
15558,nm0789313,director,Ben Sharpsteen,1895.0,tt0033563,director,Dumbo,64.0,"Adventure,Animation,Drama",G,1941-10-31,1941.0,10.0,31.0,Friday,950000.0,3731.0,-0.9960726315789472,7.3,128807.0,both,46.0
15575,nm0789313,director,Ben Sharpsteen,1895.0,tt0076363,director,The Many Adventures of Winnie the Pooh,74.0,"Adventure,Animation,Comedy",G,1977-03-11,1977.0,3.0,11.0,Friday,0.0,0.0,,7.5,35504.0,both,82.0
15590,nm0790746,director,Chuck Sheetz,1960.0,tt0265632,director,Recess: School's Out,82.0,"Adventure,Animation,Comedy",G,2001-02-16,2001.0,2.0,16.0,Friday,23000000.0,44460850.0,0.9330804347826088,6.5,10448.0,both,41.0
15734,nm0792453,director,Gregory V. Sherman,,tt1015971,director,The Boys,101.0,Documentary,PG,2009-04-24,2009.0,4.0,24.0,Friday,0.0,55513.0,inf,7.7,1139.0,both,
15737,nm0795153,director,Cate Shortland,1968.0,tt0381429,director,Somersault,106.0,"Drama,Romance",Not Rated,2004-09-16,2004.0,9.0,16.0,Thursday,0.0,1482316.0,inf,6.7,7899.0,both,36.0
15754,nm0795153,director,Cate Shortland,1968.0,tt1996310,director,Lore,109.0,"Drama,Romance,War",Not Rated,2012-09-20,2012.0,9.0,20.0,Thursday,4300000.0,2362019.0,-0.4506932558139535,7.1,15104.0,both,44.0
15755,nm0795153,director,Cate Shortland,1968.0,tt3335606,director,Berlin Syndrome,116.0,"Drama,Horror,Mystery",R,2017-05-26,2017.0,5.0,26.0,Friday,0.0,397783.0,inf,6.2,24720.0,both,49.0
15756,nm0795153,director,Cate Shortland,1968.0,tt3480822,director,Black Widow,134.0,"Action,Adventure,Sci-Fi",PG-13,2021-07-09,2021.0,7.0,9.0,Friday,200000000.0,379751655.0,0.898758275,6.7,342415.0,both,53.0
15761,nm0798899,director,David Silverman,1957.0,tt0198781,director,"Monsters, Inc.",92.0,"Adventure,Animation,Comedy",G,2001-11-02,2001.0,11.0,2.0,Friday,115000000.0,579707738.0,4.040936852173913,8.1,876245.0,both,44.0
15764,nm0798899,director,David Silverman,1957.0,tt0462538,director,The Simpsons Movie,87.0,"Adventure,Animation,Comedy",PG-13,2007-07-27,2007.0,7.0,27.0,Friday,75000000.0,536414293.0,6.152190573333334,7.3,323440.0,both,50.0
15849,nm0805965,director,Holly Goldberg Sloan,1958.0,tt0112499,director,The Big Green,100.0,"Comedy,Family,Sport",PG,1995-09-29,1995.0,9.0,29.0,Friday,12000000.0,17736619.0,0.4780515833333333,5.5,10045.0,both,37.0
15850,nm0805965,director,Holly Goldberg Sloan,1958.0,tt0165086,director,The Secret Life of Girls,90.0,"Comedy,Drama",error,1999-05-29,1999.0,5.0,29.0,Saturday,2500000.0,0.0,-1.0,5.3,443.0,both,41.0
15856,nm0812307,director,Peter Sohn,1977.0,tt1979388,director,The Good Dinosaur,93.0,"Adventure,Animation,Comedy",PG,2015-11-25,2015.0,11.0,25.0,Wednesday,200000000.0,332207671.0,0.661038355,6.7,111863.0,both,38.0
15857,nm0814085,director,Stephen Sommers,1962.0,tt0097029,director,Catch Me If You Can,106.0,"Action,Comedy,Drama",PG,1989-10-14,1989.0,10.0,14.0,Saturday,800000.0,3686.0,-0.9953925,6.0,634.0,both,27.0
15858,nm0814085,director,Stephen Sommers,1962.0,tt0106223,director,The Adventures of Huck Finn,108.0,"Adventure,Comedy,Drama",PG,1993-04-02,1993.0,4.0,2.0,Friday,6500000.0,24103594.0,2.70824523076923,6.2,8501.0,both,31.0
15859,nm0814085,director,Stephen Sommers,1962.0,tt0110213,director,The Jungle Book,111.0,"Adventure,Family,Romance",PG,1994-12-25,1994.0,12.0,25.0,Sunday,27000000.0,43229904.0,0.6011075555555555,6.0,17637.0,both,32.0
15860,nm0814085,director,Stephen Sommers,1962.0,tt0118956,director,Deep Rising,106.0,"Action,Adventure,Horror",R,1998-01-30,1998.0,1.0,30.0,Friday,45000000.0,11203026.0,-0.7510438666666667,6.1,36508.0,both,36.0
15861,nm0814085,director,Stephen Sommers,1962.0,tt0120616,director,The Mummy,124.0,"Action,Adventure,Fantasy",PG-13,1999-05-07,1999.0,5.0,7.0,Friday,80000000.0,415933406.0,4.199167575,7.1,416787.0,both,37.0
15862,nm0814085,director,Stephen Sommers,1962.0,tt0209163,director,The Mummy Returns,130.0,"Action,Adventure,Fantasy",PG-13,2001-05-04,2001.0,5.0,4.0,Friday,98000000.0,443280904.0,3.523274530612245,6.4,317042.0,both,39.0
15863,nm0814085,director,Stephen Sommers,1962.0,tt0338526,director,Van Helsing,131.0,"Action,Adventure,Fantasy",PG-13,2004-05-07,2004.0,5.0,7.0,Friday,160000000.0,300157638.0,0.8759852375,6.0,259990.0,both,42.0
15866,nm0814085,director,Stephen Sommers,1962.0,tt1046173,director,G.I. Joe: The Rise of Cobra,118.0,"Action,Adventure,Sci-Fi",PG-13,2009-08-07,2009.0,8.0,7.0,Friday,175000000.0,302469017.0,0.7283943828571429,5.7,206919.0,both,47.0
15867,nm0814085,director,Stephen Sommers,1962.0,tt1767354,director,Odd Thomas,100.0,"Comedy,Fantasy,Horror",PG-13,2014-02-28,2013.0,2.0,28.0,Friday,27000000.0,1149267.0,-0.9574345555555556,6.8,51932.0,both,51.0
15868,nm0818639,director,Bob Spiers,1945.0,tt0120185,director,Spice World,93.0,"Comedy,Family,Music",PG,1998-01-23,1997.0,1.0,23.0,Friday,25000000.0,29342592.0,0.17370368,3.6,35644.0,both,52.0
15869,nm0818639,director,Bob Spiers,1945.0,tt0120317,director,That Darn Cat,89.0,"Action,Comedy,Crime",PG,1997-02-14,1997.0,2.0,14.0,Friday,0.0,18301610.0,inf,4.6,4407.0,both,52.0
15871,nm0818639,director,Bob Spiers,1945.0,tt0251174,director,Chilly Dogs,86.0,"Adventure,Comedy,Sport",PG-13,2001-12-19,2001.0,12.0,19.0,Wednesday,0.0,213464.0,inf,4.4,1706.0,both,56.0
16080,nm0818944,director,Philip Spink,,tt0114040,director,Once in a Blue Moon,96.0,"Adventure,Family,Fantasy",PG,1995-05-31,1995.0,5.0,31.0,Wednesday,0.0,0.0,,5.8,170.0,both,
16083,nm0818944,director,Philip Spink,,tt0196516,director,The Duke,88.0,"Comedy,Drama,Family",G,1999-12-17,1999.0,12.0,17.0,Friday,0.0,0.0,,4.5,539.0,both,
16084,nm0818944,director,Philip Spink,,tt0343603,director,Fugitives Run,83.0,Comedy,PG-13,2005-09-08,2005.0,9.0,8.0,Thursday,0.0,0.0,,3.2,126.0,both,
16092,nm0818944,director,Philip Spink,,tt1756808,director,The Godchild,83.0,Fantasy,error,2010-10-09,2010.0,10.0,9.0,Saturday,0.0,0.0,,6.4,10.0,both,
16095,nm0827854,director,Steven Hilliard Stern,1937.0,tt0066803,director,B.S. I Love You,99.0,"Comedy,Romance",R,1971-04-30,1971.0,4.0,30.0,Friday,0.0,0.0,,3.9,117.0,both,34.0
16096,nm0827854,director,Steven Hilliard Stern,1937.0,tt0068995,director,Neither by Day Nor by Night,85.0,Drama,error,1972-01-01,1972.0,1.0,1.0,Saturday,0.0,0.0,,6.3,17.0,both,35.0
16097,nm0827854,director,Steven Hilliard Stern,1937.0,tt0071597,director,Harrad Summer,103.0,Drama,R,1974-08-01,1974.0,8.0,1.0,Thursday,0.0,0.0,,4.5,114.0,both,37.0
16098,nm0827854,director,Steven Hilliard Stern,1937.0,tt0073139,director,I Wonder Who's Killing Her Now?,87.0,"Comedy,Crime",PG,1975-12-01,1975.0,12.0,1.0,Monday,0.0,0.0,,3.5,208.0,both,38.0
16105,nm0827854,director,Steven Hilliard Stern,1937.0,tt0079832,director,Running,102.0,"Drama,Sport",PG,1979-10-30,1979.0,10.0,30.0,Tuesday,3600000.0,6012556.0,0.6701544444444445,5.8,772.0,both,42.0
16108,nm0827854,director,Steven Hilliard Stern,1937.0,tt0082263,director,The Devil and Max Devlin,96.0,"Comedy,Family,Fantasy",PG,1981-03-06,1981.0,3.0,6.0,Friday,0.0,16000000.0,inf,5.0,1295.0,both,44.0
16129,nm0827854,director,Steven Hilliard Stern,1937.0,tt0093876,director,Rolling Vengeance,90.0,"Action,Drama",R,1987-10-02,1987.0,10.0,2.0,Friday,0.0,0.0,,5.4,630.0,both,50.0
16134,nm0827854,director,Steven Hilliard Stern,1937.0,tt0100175,director,Money,105.0,"Drama,Thriller",PG-13,1991-04-17,1991.0,4.0,17.0,Wednesday,0.0,0.0,,4.8,205.0,both,54.0
16136,nm0827854,director,Steven Hilliard Stern,1937.0,tt0104763,director,Love & Murder,87.0,"Crime,Horror,Thriller",R,1991-11-08,1990.0,11.0,8.0,Friday,0.0,0.0,,4.3,39.0,both,53.0
16138,nm0827854,director,Steven Hilliard Stern,1937.0,tt0107604,director,Morning Glory,96.0,Drama,PG-13,1993-09-17,1993.0,9.0,17.0,Friday,0.0,28409.0,inf,6.6,466.0,both,56.0
16161,nm0828245,director,Art Stevens,1915.0,tt0076618,director,The Rescuers,78.0,"Adventure,Animation,Comedy",G,1977-06-22,1977.0,6.0,22.0,Wednesday,7500000.0,71215869.0,8.4954492,6.9,62709.0,both,62.0
16162,nm0828245,director,Art Stevens,1915.0,tt0082406,director,The Fox and the Hound,83.0,"Adventure,Animation,Drama",G,1981-07-10,1981.0,7.0,10.0,Friday,12000000.0,63456988.0,4.2880823333333336,7.3,90978.0,both,66.0
16163,nm0829038,director,Robert Stevenson,1905.0,tt0024001,director,Falling for You,88.0,"Comedy,Musical",error,1933-12-02,1933.0,12.0,2.0,Saturday,0.0,0.0,,6.0,80.0,both,28.0
16164,nm0829038,director,Robert Stevenson,1905.0,tt0024945,director,The Camels Are Coming,79.0,"Adventure,Comedy",Approved,1934-12-31,1934.0,12.0,31.0,Monday,0.0,0.0,,5.7,119.0,both,29.0
16165,nm0829038,director,Robert Stevenson,1905.0,tt0027938,director,The Man Who Lived Again,66.0,"Horror,Sci-Fi",Not Rated,1936-11-01,1936.0,11.0,1.0,Sunday,0.0,0.0,,6.6,1065.0,both,31.0
16167,nm0829038,director,Robert Stevenson,1905.0,tt0029081,director,King Solomon's Mines,77.0,"Action,Adventure,Family",Not Rated,1937-07-26,1937.0,7.0,26.0,Monday,0.0,0.0,,6.3,1251.0,both,32.0
16168,nm0829038,director,Robert Stevenson,1905.0,tt0029319,director,Non-Stop New York,69.0,"Crime,Drama,Romance",error,1937-11-28,1937.0,11.0,28.0,Sunday,0.0,0.0,,6.6,389.0,both,32.0
16169,nm0829038,director,Robert Stevenson,1905.0,tt0030546,director,To the Victor,78.0,"Comedy,Drama,Family",Passed,1940-04-06,1938.0,4.0,6.0,Saturday,0.0,0.0,,6.3,116.0,both,33.0
16170,nm0829038,director,Robert Stevenson,1905.0,tt0030905,director,Jack of All Trades,76.0,Comedy,Approved,1938-01-01,1936.0,1.0,1.0,Saturday,0.0,0.0,,6.0,76.0,both,31.0
16171,nm0829038,director,Robert Stevenson,1905.0,tt0031853,director,Return to Yesterday,69.0,Drama,error,1940-03-09,1940.0,3.0,9.0,Saturday,0.0,0.0,,6.4,119.0,both,35.0
16172,nm0829038,director,Robert Stevenson,1905.0,tt0032110,director,The Ware Case,79.0,"Drama,Mystery",error,1939-07-31,1938.0,7.0,31.0,Monday,0.0,0.0,,6.2,107.0,both,33.0
16173,nm0829038,director,Robert Stevenson,1905.0,tt0032154,director,Young Man's Fancy,77.0,Comedy,error,1940-01-08,1939.0,1.0,8.0,Monday,0.0,0.0,,5.8,98.0,both,34.0
16174,nm0829038,director,Robert Stevenson,1905.0,tt0033169,director,Tom Brown's School Days,86.0,Drama,Approved,1940-07-19,1940.0,7.0,19.0,Friday,0.0,0.0,,6.6,488.0,both,35.0
16175,nm0829038,director,Robert Stevenson,1905.0,tt0033365,director,Back Street,89.0,Drama,Approved,1941-02-07,1941.0,2.0,7.0,Friday,0.0,0.0,,6.8,604.0,both,36.0
16176,nm0829038,director,Robert Stevenson,1905.0,tt0034919,director,Joan of Paris,91.0,"Drama,Romance,War",Passed,1942-01-20,1942.0,1.0,20.0,Tuesday,666000.0,0.0,-1.0,6.8,798.0,both,37.0
16177,nm0829038,director,Robert Stevenson,1905.0,tt0035897,director,Forever and a Day,104.0,"Drama,History",Approved,1943-01-21,1943.0,1.0,21.0,Thursday,0.0,0.0,,7.0,652.0,both,38.0
16178,nm0829038,director,Robert Stevenson,1905.0,tt0036969,director,Jane Eyre,97.0,"Drama,Romance",Approved,1944-04-07,1943.0,4.0,7.0,Friday,1705000.0,0.0,-1.0,7.5,8682.0,both,38.0
16179,nm0829038,director,Robert Stevenson,1905.0,tt0039324,director,Dishonored Lady,85.0,"Crime,Drama,Film-Noir",Approved,1947-05-16,1947.0,5.0,16.0,Friday,0.0,0.0,,6.5,1359.0,both,42.0
16180,nm0829038,director,Robert Stevenson,1905.0,tt0040887,director,To the Ends of the Earth,109.0,"Crime,Film-Noir,Thriller",Approved,1948-02-27,1948.0,2.0,27.0,Friday,2000000.0,0.0,-1.0,6.9,762.0,both,43.0
16181,nm0829038,director,Robert Stevenson,1905.0,tt0041495,director,The Woman on Pier 13,73.0,"Crime,Drama,Film-Noir",Not Rated,1950-04-29,1949.0,4.0,29.0,Saturday,0.0,0.0,,6.0,1128.0,both,44.0
16182,nm0829038,director,Robert Stevenson,1905.0,tt0043118,director,"Walk Softly, Stranger",81.0,"Crime,Drama,Film-Noir",Approved,1950-11-04,1950.0,11.0,4.0,Saturday,0.0,0.0,,6.5,936.0,both,45.0
16183,nm0829038,director,Robert Stevenson,1905.0,tt0043828,director,My Forbidden Past,70.0,"Crime,Drama,Romance",Passed,1951-04-21,1951.0,4.0,21.0,Saturday,0.0,0.0,,6.1,928.0,both,46.0
16184,nm0829038,director,Robert Stevenson,1905.0,tt0044825,director,The Las Vegas Story,88.0,"Crime,Drama,Film-Noir",Approved,1952-03-28,1952.0,3.0,28.0,Friday,0.0,0.0,,6.3,1361.0,both,47.0
16185,nm0829038,director,Robert Stevenson,1905.0,tt0044863,director,Macao,81.0,"Adventure,Crime,Drama",Passed,1952-04-11,1952.0,4.0,11.0,Friday,0.0,3530.0,inf,6.6,3381.0,both,47.0
16187,nm0829038,director,Robert Stevenson,1905.0,tt0050567,director,Johnny Tremain,80.0,"Adventure,Family,History",Approved,1957-06-19,1957.0,6.0,19.0,Wednesday,0.0,0.0,,6.5,1771.0,both,52.0
16188,nm0829038,director,Robert Stevenson,1905.0,tt0050798,director,Old Yeller,83.0,"Adventure,Drama,Family",Approved,1959-07-10,1957.0,7.0,10.0,Friday,0.0,0.0,,7.3,13292.0,both,52.0
16189,nm0829038,director,Robert Stevenson,1905.0,tt0052722,director,Darby O'Gill and the Little People,93.0,"Adventure,Family,Fantasy",G,1960-06-22,1959.0,6.0,22.0,Wednesday,0.0,0.0,,7.2,8037.0,both,54.0
16190,nm0829038,director,Robert Stevenson,1905.0,tt0053994,director,Kidnapped,97.0,"Action,Adventure,Drama",Approved,1960-02-24,1959.0,2.0,24.0,Wednesday,0.0,0.0,,6.6,1458.0,both,54.0
16191,nm0829038,director,Robert Stevenson,1905.0,tt0054594,director,The Absent Minded Professor,92.0,"Comedy,Family,Sci-Fi",Approved,1961-03-16,1961.0,3.0,16.0,Thursday,2000000.0,0.0,-1.0,6.7,8207.0,both,56.0
16192,nm0829038,director,Robert Stevenson,1905.0,tt0056095,director,In Search of the Castaways,98.0,"Adventure,Family,Fantasy",Approved,1962-12-21,1962.0,12.0,21.0,Friday,0.0,0.0,,6.5,3117.0,both,57.0
16193,nm0829038,director,Robert Stevenson,1905.0,tt0057518,director,Son of Flubber,100.0,"Comedy,Family,Sci-Fi",Approved,1963-01-16,1963.0,1.0,16.0,Wednesday,2000000.0,0.0,-1.0,6.1,2959.0,both,58.0
16194,nm0829038,director,Robert Stevenson,1905.0,tt0058331,director,Mary Poppins,139.0,"Comedy,Family,Fantasy",G,1965-06-18,1964.0,6.0,18.0,Friday,6000000.0,103082380.0,16.180396666666667,7.8,168154.0,both,59.0
16195,nm0829038,director,Robert Stevenson,1905.0,tt0058355,director,The Misadventures of Merlin Jones,91.0,"Comedy,Family,Sci-Fi",Approved,1964-03-25,1964.0,3.0,25.0,Wednesday,0.0,0.0,,6.2,768.0,both,59.0
16196,nm0829038,director,Robert Stevenson,1905.0,tt0059462,director,The Monkey's Uncle,91.0,"Comedy,Family,Sci-Fi",G,1965-08-18,1965.0,8.0,18.0,Wednesday,0.0,0.0,,5.9,896.0,both,60.0
16197,nm0829038,director,Robert Stevenson,1905.0,tt0059793,director,That Darn Cat!,116.0,"Comedy,Crime,Family",Approved,1965-12-02,1965.0,12.0,2.0,Thursday,0.0,0.0,,6.7,6854.0,both,60.0
16198,nm0829038,director,Robert Stevenson,1905.0,tt0061715,director,The Gnome-Mobile,84.0,"Adventure,Family,Fantasy",Approved,1967-07-19,1967.0,7.0,19.0,Wednesday,0.0,0.0,,6.5,2190.0,both,62.0
16199,nm0829038,director,Robert Stevenson,1905.0,tt0062737,director,Blackbeard's Ghost,106.0,"Comedy,Family,Fantasy",Approved,1968-02-08,1968.0,2.0,8.0,Thursday,0.0,21540050.0,inf,6.8,5926.0,both,63.0
16200,nm0829038,director,Robert Stevenson,1905.0,tt0064603,director,The Love Bug,108.0,"Comedy,Family,Sport",G,1969-03-13,1968.0,3.0,13.0,Thursday,0.0,51264022.0,inf,6.5,15755.0,both,63.0
16202,nm0829038,director,Robert Stevenson,1905.0,tt0066817,director,Bedknobs and Broomsticks,117.0,"Adventure,Animation,Comedy",G,1971-12-13,1971.0,12.0,13.0,Monday,20000000.0,0.0,-1.0,7.1,36836.0,both,66.0
16203,nm0829038,director,Robert Stevenson,1905.0,tt0071607,director,Herbie Rides Again,88.0,"Comedy,Family,Fantasy",G,1974-06-06,1974.0,6.0,6.0,Thursday,0.0,38229000.0,inf,5.7,7979.0,both,69.0
16204,nm0829038,director,Robert Stevenson,1905.0,tt0071671,director,The Island at the Top of the World,93.0,"Adventure,Family,Fantasy",G,1974-12-20,1974.0,12.0,20.0,Friday,8000000.0,0.0,-1.0,6.2,2733.0,both,69.0
16205,nm0829038,director,Robert Stevenson,1905.0,tt0075016,director,One of Our Dinosaurs Is Missing,94.0,"Adventure,Comedy,Family",G,1975-07-09,1975.0,7.0,9.0,Wednesday,0.0,0.0,,5.9,1780.0,both,70.0
16206,nm0829038,director,Robert Stevenson,1905.0,tt0075200,director,The Shaggy D.A.,91.0,"Comedy,Family,Fantasy",G,1976-12-17,1976.0,12.0,17.0,Friday,0.0,0.0,,5.8,2996.0,both,71.0
16207,nm0829038,director,Robert Stevenson,1905.0,tt0253120,director,A Blonde Dream,86.0,Musical,error,1933-02-13,1932.0,2.0,13.0,Monday,0.0,0.0,,5.9,67.0,both,27.0
16306,nm0834902,director,Robert Stromberg,,tt1587310,director,Maleficent,97.0,"Adventure,Family,Fantasy",PG,2014-05-30,2014.0,5.0,30.0,Friday,180000000.0,758411779.0,3.2133987722222224,7.0,366474.0,both,
16321,nm0837406,director,Sara Sugarman,1965.0,tt0175876,director,Mad Cows,90.0,Comedy,error,1999-10-29,1999.0,10.0,29.0,Friday,0.0,0.0,,3.8,358.0,both,34.0
16322,nm0837406,director,Sara Sugarman,1965.0,tt0188128,director,Very Annie Mary,104.0,"Comedy,Musical",error,2001-05-25,2001.0,5.0,25.0,Friday,0.0,396090.0,inf,6.6,1292.0,both,36.0
16324,nm0837406,director,Sara Sugarman,1965.0,tt0361467,director,Confessions of a Teenage Drama Queen,89.0,"Comedy,Family,Music",PG,2004-02-20,2004.0,2.0,20.0,Friday,15000000.0,33251890.0,1.2167926666666666,4.6,28912.0,both,39.0
16325,nm0837406,director,Sara Sugarman,1965.0,tt12048234,director,Save the Cinema,109.0,Drama,error,2022-01-14,2022.0,1.0,14.0,Friday,0.0,78391.0,inf,6.8,769.0,both,57.0
16331,nm0837406,director,Sara Sugarman,1965.0,tt1703923,director,Vinyl,85.0,Comedy,Not Rated,2013-03-15,2012.0,3.0,15.0,Friday,0.0,0.0,,6.0,741.0,both,47.0
